10,0.36363636363636365
20,0.696969696969697
30,0.9393939393939394
40,0.9696969696969697
50,0.9696969696969697
10,0.5454545454545454
20,0.5454545454545454
30,0.9696969696969697
40,0.696969696969697
50,0.9696969696969697
10,0.7272727272727273
20,0.9090909090909091
30,0.9393939393939394
40,0.9696969696969697
50,0.9696969696969697
10,0.696969696969697
20,0.8484848484848485
30,0.9393939393939394
40,0.9393939393939394
50,0.9696969696969697
10,0.9090909090909091
20,0.6363636363636364
30,0.8787878787878788
40,0.9393939393939394
50,0.9696969696969697
10,0.6060606060606061
20,0.9393939393939394
30,0.5757575757575758
40,0.9696969696969697
50,0.9696969696969697
10,0.48484848484848486
20,0.9696969696969697
30,0.9696969696969697
40,0.9393939393939394
50,0.9696969696969697
10,0.696969696969697
20,0.6363636363636364
30,0.9393939393939394
40,0.9696969696969697
50,0.9696969696969697
10,0.5757575757575758
20,1.0
30,0.9393939393939394
40,0.9696969696969697
50,0.9696969696969697
10,0.5454545454545454
20,0.8484848484848485
30,0.9696969696969697
40,0.9696969696969697
50,0.9696969696969697
1,0.42424242424242425
1,0.030303030303030304
1,0.15151515151515152
1,0.3333333333333333
1,0.5757575757575758
1,0.24242424242424243
1,0.48484848484848486
1,0.5151515151515151
1,0.5151515151515151
1,0.3939393939393939
